SamplingTime, AccelerationX, AccelerationY, AccelerationZ, GyroX, GyroY, GyroZ, MagneticFieldX, MagneticFieldY, MagneticFieldZ
1773750747.070267, 0.057910, -0.199467, -9.807249, 0.001416, 0.008107, -0.034703, 196.347702, -25.533524, 36.158035
1773750747.080271, 0.074071, -0.211139, -9.801862, -0.001834, 0.009119, -0.047678, 196.366455, -25.424484, 36.053558
1773750747.090286, 0.134375, -0.253636, -9.800664, -0.005060, 0.001521, -0.054672, 196.362671, -25.278946, 36.188309
1773750747.100284, 0.101903, -0.208296, -9.803208, -0.000846, -0.005504, -0.059963, 196.277374, -25.287811, 36.195129
1773750747.110271, 0.040851, -0.101454, -9.820267, 0.002147, -0.007983, -0.050107, 196.499023, -25.250198, 36.241364
1773750747.120288, 0.060154, -0.044293, -9.817125, 0.000178, -0.012850, -0.033586, 196.462753, -25.254990, 36.212189
1773750747.130280, 0.067337, -0.005537, -9.819818, -0.000384, -0.007816, -0.015796, 196.497864, -25.244751, 36.319824
1773750747.140277, 0.079458, -0.006584, -9.818172, 0.002721, 0.017869, -0.001892, 196.353653, -25.252747, 36.167572
1773750747.150285, 0.078560, 0.037110, -9.821314, -0.000234, 0.028274, 0.010221, 196.380890, -24.984116, 36.316055
1773750747.160287, 0.070629, -0.035763, -9.831789, 0.002319, 0.030675, 0.017107, 196.386154, -25.260498, 36.075241
1773750747.170269, 0.111630, -0.140659, -9.814880, 0.001854, 0.031353, 0.025644, 196.384048, -25.152069, 36.299332
1773750747.180259, 0.151733, -0.105644, -9.821314, -0.000388, 0.025667, 0.022261, 196.385529, -24.873352, 36.415054
1773750747.190295, 0.125696, -0.114473, -9.805004, 0.000825, 0.011128, 0.022832, 196.578491, -25.124496, 36.384537
1773750747.200365, 0.053870, -0.044293, -9.807697, -0.000189, 0.016264, 0.027667, 196.467972, -24.977875, 36.288330
1773750747.210284, -0.026037, 0.085443, -9.837475, 0.000167, 0.014739, 0.029809, 196.336395, -24.841782, 36.548294
1773750747.220322, -0.100407, 0.126444, -9.816376, -0.000824, -0.000758, 0.022274, 196.509918, -25.078232, 36.754440
1773750747.230294, -0.112378, 0.071976, -9.795726, 0.000063, 0.001527, 0.022055, 196.385818, -25.003784, 36.471252
1773750747.240011, -0.066738, 0.022595, -9.826402, -0.001550, -0.000153, 0.019018, 196.426849, -25.030045, 36.498901
1773750747.250291, -0.043096, -0.006285, -9.818621, 0.000378, 0.009214, 0.021464, 196.312149, -24.695084, 36.384064
1773750747.260351, -0.035614, 0.007482, -9.821015, -0.000344, 0.026794, 0.020290, 196.170715, -24.821625, 36.320847
1773750747.270273, -0.030975, -0.009427, -9.839720, 0.000963, 0.035625, 0.019639, 196.224747, -25.027618, 36.317688
1773750747.280263, -0.042198, -0.016759, -9.821464, 0.003418, 0.046370, 0.014832, 196.364563, -24.690186, 36.422562
1773750747.290294, -0.051475, 0.018106, -9.819220, 0.001326, 0.051717, 0.011145, 196.419449, -24.965775, 36.304657
1773750747.300275, -0.042647, -0.011522, -9.825504, 0.000877, 0.024628, 0.006353, 196.463806, -24.887115, 36.626068
1773750747.309875, -0.020201, -0.024840, -9.805154, 0.000877, 0.024628, 0.006353, 196.504761, -24.744308, 36.568542
1773750747.320358, 0.018256, -0.107440, -9.806051, 0.001007, 0.018240, 0.002588, 196.504761, -24.744308, 36.568542
1773750747.330270, 0.031574, -0.221613, -9.841815, 0.001287, -0.040515, 0.003981, 196.334900, -25.102753, 36.318695
1773750747.340288, 0.084096, -0.202609, -9.751733, 0.001287, -0.040515, 0.003981, 196.334900, -25.102753, 36.318695
1773750747.350274, 0.021548, -0.210839, -9.830442, -0.007871, -0.005976, 0.002385, 196.294785, -24.974442, 36.391968
1773750747.360351, 0.028431, -0.205752, -9.817424, -0.003572, -0.018700, 0.004323, 196.082382, -24.716888, 36.502350
1773750747.370342, 0.052224, -0.208894, -9.816077, -0.008462, -0.039952, 0.004757, 196.218063, -24.899765, 36.566147
1773750747.380263, 0.021697, -0.184354, -9.848399, -0.004148, -0.010086, 0.003539, 196.440704, -24.716721, 36.713211
1773750747.390290, -0.002394, -0.197971, -9.850793, -0.000076, 0.015218, 0.003785, 196.225250, -24.894409, 36.651566
1773750747.400296, 0.027833, -0.207098, -9.831789, -0.001359, 0.016540, -0.000052, 196.340302, -24.858276, 36.417282
